manifest_index,sample_id,split,question,question_sha256,answer_text,answer_int,file_name,image_sha256,image_size_bytes,metadata_width,metadata_height,actual_width,actual_height,image_format,dataset_revision
2338,holocount_visual_distractor_illusion_00059,Visual Distractor Illusion,How many people are shown in the picture?,6932b4cfc27e0ccf3ceadd44ff0bc9171caeb0fd147cc9547627349e505e304e,5,5,images/holocount_visual_distractor_illusion_00059.jpg,41739bc265da82fd845605354d6ba23ac0a58d6b8fe1fefe24e0fed95e4a3335,1932957,,,1836,1060,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2339,holocount_visual_distractor_illusion_00060,Visual Distractor Illusion,How many ture snacks are there in the picture?,9a19915bd456649b55078ef342eadbfd9555aa5422b85e79e4f1c3a700ddb94e,1,1,images/holocount_visual_distractor_illusion_00060.jpg,de930d1204a027c1dab4d1562d0fb8b32cee921e1844072db28a86c6d0ff1319,343239,,,810,958,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2340,holocount_visual_distractor_illusion_00061,Visual Distractor Illusion,How many drinks are in the image?,6e1adf185f07f740cd8c0f2d1b32eb900f421b3b48f3e868316661e922c4b014,2,2,images/holocount_visual_distractor_illusion_00061.jpg,030614cf52b7e377197109b1ea743ec6f6054c78fb61c7e2b8a1b467b1aa3ec6,222644,,,531,714,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2341,holocount_visual_distractor_illusion_00062,Visual Distractor Illusion,How many fragile cups on the table?,caac898418907d10134895c38c66db101890dbfbf7861682f3247be5bf2f7122,3,3,images/holocount_visual_distractor_illusion_00062.jpg,d2c24672f0ffa7421e3d88809cbe73e75c835087b5435b1622eeb70e3b5b54aa,1488283,,,1328,1328,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2342,holocount_visual_distractor_illusion_00063,Visual Distractor Illusion,How many clothes are on the clothes rack?,255205b93e20672c9f5a5d9422e3b3584ca6388864df5cadda9d5c50ed6cca75,4,4,images/holocount_visual_distractor_illusion_00063.jpg,0b47b0c1345253d4f630ae1a82543d11c67189314c8321e9b4a146833afe3491,844444,,,1440,1752,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2343,holocount_visual_distractor_illusion_00064,Visual Distractor Illusion,How many edible peanuts are shown in the image?,0b7b6860c1400e82d035a66e538a05fafbb0663563808e3b2e82ef72115f519e,5,5,images/holocount_visual_distractor_illusion_00064.jpg,f108efd00d4fbf16f50fe22928dce140095a595845903f16fc7b2d8dfc4c1fb0,1435335,,,1890,2081,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2344,holocount_visual_distractor_illusion_00065,Visual Distractor Illusion,How many lights are there in the picture?,ab29672d971b716d5c59766cd7ee963542697c7460e8edc1eadd2904da9af16e,1,1,images/holocount_visual_distractor_illusion_00065.jpg,c668f9cb0bb7a67974444cceb39902cc21d0a235b1db1171b1a58ad6cf0fd520,123666,,,579,1139,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2345,holocount_visual_distractor_illusion_00066,Visual Distractor Illusion,How many dog are there in the picture?,7b1fb79084e7be5cfe3f6db339585e2913b842244a57b88ed957930f03c3d268,2,2,images/holocount_visual_distractor_illusion_00066.jpg,0b4e523f58cea355e60697fab5379fb8029d832934cd2ceded565e7a4555847b,27720,,,365,456,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2346,holocount_visual_distractor_illusion_00067,Visual Distractor Illusion,How many real chocolate pies are there in the picture?,8c1b04c4fefcfc1e08474cef648a875f49a87ca8957370b1db5457b6a91c9d47,3,3,images/holocount_visual_distractor_illusion_00067.jpg,b47b52dc6a241f62746971653bd4ec66b4f536e5ab6adb1e675d5b192734c7a3,145649,,,455,657,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2347,holocount_visual_distractor_illusion_00068,Visual Distractor Illusion,How many fragile plates are there in the picture?,8e637c3de6d57d2d85f3383a1cb5a5c304dc9ec3914561e9fda566c945929367,4,4,images/holocount_visual_distractor_illusion_00068.jpg,a969d4d65a688f4be9cf0e1e003d03a28ab73ae9b5102e1967ec4e594624bc3c,310073,,,1013,874,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2348,holocount_visual_distractor_illusion_00069,Visual Distractor Illusion,How many people are there in the picture?,b974539561c268bf12391ed062976148db8ca66ff0755cc9d66ba72e3ffc1c98,5,5,images/holocount_visual_distractor_illusion_00069.jpg,69c8b755628fc56f5e649488de88e36508f395836f724be7bf0a05d3b82143c3,688172,,,1440,2399,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2349,holocount_visual_distractor_illusion_00070,Visual Distractor Illusion,How many headphones are in the image?,e05cae3fee29727e01b06e652957f72816cd211229b63b3760072824162bf567,1,1,images/holocount_visual_distractor_illusion_00070.jpg,958888de82a8477a453df1dc0209a2ace76d4b3dd0210b5ee0545858c130d233,297792,,,1206,1550,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2350,holocount_visual_distractor_illusion_00071,Visual Distractor Illusion,How many cushions are there on the sofa?,0ca3fe5546f8d8848a633d93133545c3c703bc86d40ce3a27eb5c28f176636ab,2,2,images/holocount_visual_distractor_illusion_00071.jpg,ab6ad2ad940ed8acbe9835c26fe8ad16bad0ade65d10e0571caab08ab0bd2976,1127936,,,1440,1450,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2351,holocount_visual_distractor_illusion_00072,Visual Distractor Illusion,How many plastic flower pots are in the picture?,f53472d782383ab18260494e17a88ffebde386c2ef47f6d2913b94aec06b667f,3,3,images/holocount_visual_distractor_illusion_00072.jpg,a0882f5ad18e13f8b5316a36ddde5e1278837cb2ee22b51efe57867c9c9c1ea9,212093,,,1024,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2352,holocount_visual_distractor_illusion_00073,Visual Distractor Illusion,How many real peaches are there in the picture?,a9b694b25f496065e06fe34c9c8d0b4ba187b7f43058e896fc353b6690494ef6,4,4,images/holocount_visual_distractor_illusion_00073.jpg,8d81a16ca288f18500bcd07a3d1ef9c68b37d2bcc8e7d5126097535c870ed1be,503427,,,1080,1190,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2353,holocount_visual_distractor_illusion_00074,Visual Distractor Illusion,How many persons are there?,1d2e4bc539c2aefd6a4a5be6af40800af8c04c18c896bbfff1e1abc06b6b9dae,5,5,images/holocount_visual_distractor_illusion_00074.jpg,0dab8452b8b1160dd15e6c3b3039f932741de31e44ac284b96d6c87ab76bdbf5,163603,,,1440,794,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2354,holocount_visual_distractor_illusion_00075,Visual Distractor Illusion,How many non-metallic wrenches are there in the picture?,3915dcceef291b31aba739fbcf4b2b1763af9d58a6f089e779f0d10ed059c4cf,1,1,images/holocount_visual_distractor_illusion_00075.jpg,b87429fdcc65fefeccad6562f15aa8c6100206a0da3cbd4c6e8d8b5d40f26c89,2081352,,,1328,1328,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2355,holocount_visual_distractor_illusion_00076,Visual Distractor Illusion,How many plants are there in the picture?,93d73f3941665f5af109bba39b319f60c82ccc569022e1386c43f9de1f58ae98,2,2,images/holocount_visual_distractor_illusion_00076.jpg,4e1b221bc12013903965cb009e4f42618c5cbadab5490e84b2b7fcf58c635d8c,101654,,,912,1275,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2356,holocount_visual_distractor_illusion_00077,Visual Distractor Illusion,How many fragile cups are there in the picture?,bcce38ee9c3ebd48b1b651625ce6940d0c2eaebc293366e624fa403b4d70ef49,3,3,images/holocount_visual_distractor_illusion_00077.jpg,62f97a4f127bae7953165e892681a94c445e297b75f5fda46ffe99f8209efbaa,898623,,,1328,1328,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2357,holocount_visual_distractor_illusion_00078,Visual Distractor Illusion,How many cups are there in the picture?,bb2a0b3e428b1772f55541ee470326277b5132eccf13179a8fd9c24fcde3639c,4,4,images/holocount_visual_distractor_illusion_00078.jpg,d581aa69fad44b9c247f0ad8c6a09d03e8962842b0522592667f109ea6e8adca,1755245,,,1692,1420,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2358,holocount_visual_distractor_illusion_00079,Visual Distractor Illusion,How many ture snacks are there in the picture?,9a19915bd456649b55078ef342eadbfd9555aa5422b85e79e4f1c3a700ddb94e,5,5,images/holocount_visual_distractor_illusion_00079.jpg,89456a82c473dda919f46795177aeb5b9718b195e36d71fc6496130ed880ae52,601134,,,1019,1235,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2359,holocount_visual_distractor_illusion_00080,Visual Distractor Illusion,How many ture snacks are there in the picture?,9a19915bd456649b55078ef342eadbfd9555aa5422b85e79e4f1c3a700ddb94e,1,1,images/holocount_visual_distractor_illusion_00080.jpg,a59f5aeb3c691ac02d4468a2da244c4e71a03c7cea64223774b95e87e0345a99,360493,,,785,1197,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2360,holocount_visual_distractor_illusion_00081,Visual Distractor Illusion,How many fragile dinner plates are there in the picture?,16cb628a0f18e26a97d401348bb7221b2d29e0a65924ea19591cfff302c90719,2,2,images/holocount_visual_distractor_illusion_00081.jpg,c679e641b80c610e74c77ffd4a711185f9fd1864484b99cd8ae53f379f722565,77873,,,1024,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2361,holocount_visual_distractor_illusion_00082,Visual Distractor Illusion,How many real leaves in the image?,82f99678d62db012d5f78ec4a5c1b69b3032b7a3eead26a43baf8b68927c3ea5,3,3,images/holocount_visual_distractor_illusion_00082.jpg,f3b391b34c69b496f6ed56e4209544fa2348d848113ebe054b55052d5af910d8,371498,,,1014,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2362,holocount_visual_distractor_illusion_00083,Visual Distractor Illusion,How many cups are on the wall?,b8de03163d0f7cc80a19ec604ffec11a46f6ca526a4b2f04013e85423cb97436,4,4,images/holocount_visual_distractor_illusion_00083.jpg,da4b2170993f25e982b17621962caa3fb6a58b5df92505cee84dfdd8acf0fc32,260215,,,1277,1267,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2363,holocount_visual_distractor_illusion_00084,Visual Distractor Illusion,How many ture snacks are there in the picture?,9a19915bd456649b55078ef342eadbfd9555aa5422b85e79e4f1c3a700ddb94e,5,5,images/holocount_visual_distractor_illusion_00084.jpg,34d013ee5cd9fc5471563bb7684351ec44edd6e6248a8a0a85be8abe100c6bd0,377405,,,1019,1235,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2364,holocount_visual_distractor_illusion_00085,Visual Distractor Illusion,How many outlets are there in the picture?,eec0873f835b4584fdb378b807d9afb1feda84172ea5aae4e6f74c481c36e103,1,1,images/holocount_visual_distractor_illusion_00085.jpg,4f95bc529a31e191f5f9840dd4e0ebe77205af46d76f7be355d3acb93a47e7b4,225554,,,1201,1293,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2365,holocount_visual_distractor_illusion_00086,Visual Distractor Illusion,How many pineapples are in the image?,0c9894cf2df9ef7d8fe0892836871a3ff2d20d3bdb425f99fed4aa7dcef70d40,2,2,images/holocount_visual_distractor_illusion_00086.jpg,d7cbfb1cc2b09aa403ed4f995f825bcb6125d4393e0ec130a7e6f4f36c1d506a,761379,,,2363,1645,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2366,holocount_visual_distractor_illusion_00087,Visual Distractor Illusion,How many fragile items are there in the picture?,35cfdb8a6c4bff40ef576964d3848b8af2b1c10944b5f26cf382bf85d9fa107b,3,3,images/holocount_visual_distractor_illusion_00087.jpg,c88cd90fe866d5c54a4a07d3b26b22d927b7252d5eaab23817e710fda3d914fd,1523444,,,1536,864,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2367,holocount_visual_distractor_illusion_00088,Visual Distractor Illusion,How many toothbrushes are in the picture?,2cf45fc7b58f364907c5c30ecb304f228aefff407996ba23c0b932a867e27b0d,4,4,images/holocount_visual_distractor_illusion_00088.jpg,a4fa7721d53e914db732d7c63ca27d242399e2ca77b4d9009c9133b858de178c,276933,,,1440,1743,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2368,holocount_visual_distractor_illusion_00089,Visual Distractor Illusion,How many people are there in the picture?,b974539561c268bf12391ed062976148db8ca66ff0755cc9d66ba72e3ffc1c98,5,5,images/holocount_visual_distractor_illusion_00089.jpg,81dfcb0bda0d0b4a2d3a1e6b485ddd99e825104b9aad39f20b9ebe6aaf4018a3,552905,,,1299,1943,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2369,holocount_visual_distractor_illusion_00090,Visual Distractor Illusion,How many real cars are there in the picture?,68b0eac10a06e7e0e1a9d140f89ec947dea7f16aa8a80fa18732457ee2207780,1,1,images/holocount_visual_distractor_illusion_00090.jpg,f32b31780357a28d0dca0d48943f3119e3706a80a71d68d4e7967c9af8328c23,284971,,,979,596,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2370,holocount_visual_distractor_illusion_00091,Visual Distractor Illusion,How many balls are there in the picture?,70bc30ea3bdc08dbc3a9beb55d8e7262db5272634d72c769c4e9f7d932ea2ece,2,2,images/holocount_visual_distractor_illusion_00091.jpg,7da753459655324eef2da1d029abe68659bd942ab2a161fa4d2fc17791c6462b,793918,,,1080,1178,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2371,holocount_visual_distractor_illusion_00092,Visual Distractor Illusion,How many clothes are on the clothes rack?,255205b93e20672c9f5a5d9422e3b3584ca6388864df5cadda9d5c50ed6cca75,3,3,images/holocount_visual_distractor_illusion_00092.jpg,24c3693a067bb06a3c6d93489e1e032bc6a7a44ce83fcf28c09cfcb5f74893d1,325949,,,1280,1707,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2372,holocount_visual_distractor_illusion_00093,Visual Distractor Illusion,How many coins are shown in the image?,7414774a8d2a2a6eb96048852df0fe16037ad2e9bd8f2a92a85742d6c97d764d,4,4,images/holocount_visual_distractor_illusion_00093.jpg,5ed465f21c2cd5e864dee70b033feb0daae0877b67de5c230fc89f46a970896e,1810947,,,1024,1024,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2373,holocount_visual_distractor_illusion_00094,Visual Distractor Illusion,How many heat-conductive spoons are there in the picture?,03fb67e399363f8acba85f05e480f0fb78674c6ac2c2e2de09609f1478b67d7b,5,5,images/holocount_visual_distractor_illusion_00094.jpg,f99f53490750d7b3638c67f344704b509dc09a58496111c167b95b1b1b3cc732,189149,,,2276,1280,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2374,holocount_visual_distractor_illusion_00095,Visual Distractor Illusion,How many drinks are in the image?,6e1adf185f07f740cd8c0f2d1b32eb900f421b3b48f3e868316661e922c4b014,1,1,images/holocount_visual_distractor_illusion_00095.jpg,be3b5bf4d9f8c7b741d19f2c6e4c74c0659b57402b043f6966fcc81db3b792ee,477603,,,1440,1497,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2375,holocount_visual_distractor_illusion_00096,Visual Distractor Illusion,How many real leaves are in the image?,58d3fdd0516dbb0ae55ef27375e21bd4bf35cb8f8500197664d13654a3ed0504,2,2,images/holocount_visual_distractor_illusion_00096.jpg,3d304bb573e14d963ebdfb98a7163de36a874fc25794826a1ebe38d614655ac1,263071,,,1328,1328,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2376,holocount_visual_distractor_illusion_00097,Visual Distractor Illusion,How many mushrooms are there in the picture?,4dcdc233d380ec7ba7fb9ebef53da702f0d282210381290d8924014248285434,3,3,images/holocount_visual_distractor_illusion_00097.jpg,2505006f517c093394b81a37e43c96ba979d33180677ce4420ae9c0e6b013a40,790128,,,1063,1306,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2377,holocount_visual_distractor_illusion_00098,Visual Distractor Illusion,How many fragile bowls are there in the picture?,6795d4f02a68a43323672fe791d22800208abef6e4cc04a16b323435680297ca,4,4,images/holocount_visual_distractor_illusion_00098.jpg,d705b27700d53094d7369753508277bccd130e60d0ed0104932c08bdc7876404,126735,,,1280,1280,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2378,holocount_visual_distractor_illusion_00099,Visual Distractor Illusion,How many people are shown in the picture?,6932b4cfc27e0ccf3ceadd44ff0bc9171caeb0fd147cc9547627349e505e304e,5,5,images/holocount_visual_distractor_illusion_00099.jpg,0e02ceb5310ca434195933c692017bf62d2169d9d073fe464d8de77c424cbc15,238371,,,1440,1792,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2379,holocount_visual_distractor_illusion_00100,Visual Distractor Illusion,How many headphones are in the image?,e05cae3fee29727e01b06e652957f72816cd211229b63b3760072824162bf567,1,1,images/holocount_visual_distractor_illusion_00100.jpg,3b8bc3a4769c793e951a138e0e1f86c77f006563fcc292688021d8af8ef8b0a7,278447,,,865,871,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2380,holocount_visual_distractor_illusion_00101,Visual Distractor Illusion,How many paintings are there in the picture?,4812e30576bf12f7cd7ba70c7f281867553eabbb386c342df5f2cac0e4e87d5e,2,2,images/holocount_visual_distractor_illusion_00101.jpg,384f1531140ab8ed0d793193a220707faaf0603fc4bd03f37ab3e1474d133626,279014,,,1206,1380,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2381,holocount_visual_distractor_illusion_00102,Visual Distractor Illusion,How many fragile items are there in the picture?,35cfdb8a6c4bff40ef576964d3848b8af2b1c10944b5f26cf382bf85d9fa107b,3,3,images/holocount_visual_distractor_illusion_00102.jpg,6172d846a49c99c7d801cfda057c917ecade683f4371d76818eaf35fe3e73746,2063095,,,1536,864,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2382,holocount_visual_distractor_illusion_00103,Visual Distractor Illusion,How many non-metallic spoons are there in the picture?,a6f1cb22dca011dd89272d065e790ed347c47a5fa1bcbbc667bc121c1c218dd7,4,4,images/holocount_visual_distractor_illusion_00103.jpg,a398c8786b101e5efc54acba9f94ffa05d3450cb9d778532f2bb8dac187bd200,903528,,,1328,1328,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2383,holocount_visual_distractor_illusion_00104,Visual Distractor Illusion,How many girls are there in the picture?,d59ff1d5929952524432de019c17be5e6d40036d1adab54cb408d9ad73f88ae9,5,5,images/holocount_visual_distractor_illusion_00104.jpg,03598d9aa9e91a17e0bf7674b77b9ec657c8c67ed264632a47352eba320a8893,199513,,,1206,769,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2384,holocount_visual_distractor_illusion_00105,Visual Distractor Illusion,How many people are there in the picture?,b974539561c268bf12391ed062976148db8ca66ff0755cc9d66ba72e3ffc1c98,1,1,images/holocount_visual_distractor_illusion_00105.jpg,35bc223455c643e0687d71209b752371f70129e6413806b7edc0d082a46d250f,311634,,,797,1148,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2385,holocount_visual_distractor_illusion_00106,Visual Distractor Illusion,How many headphones are in the image?,e05cae3fee29727e01b06e652957f72816cd211229b63b3760072824162bf567,2,2,images/holocount_visual_distractor_illusion_00106.jpg,0bd5e9abe75905d59d88adf3a4752f07e7860fca88842fb69aadd31783d14ebe,70620,,,694,360,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2386,holocount_visual_distractor_illusion_00107,Visual Distractor Illusion,How many resting facilities with backs are there in the picture?,3391bd680418ab1978c5c51cc748aa72403090b511dee7ad0a3b31972e4d7bb3,3,3,images/holocount_visual_distractor_illusion_00107.jpg,736031d9b1de7d2bd175d25218ee4c7955ca4ba1e4f2644637292337af4afc1d,1529760,,,1536,864,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2387,holocount_visual_distractor_illusion_00108,Visual Distractor Illusion,How many people are there in the picture?,b974539561c268bf12391ed062976148db8ca66ff0755cc9d66ba72e3ffc1c98,4,4,images/holocount_visual_distractor_illusion_00108.jpg,750beb97f7595aa82d39c4af8ec2af09f74f61e021a36ae324155de9bc1f78b3,296405,,,1439,942,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2388,holocount_visual_distractor_illusion_00109,Visual Distractor Illusion,How many persons are there in the picture?,e04ffea11bb20876fea912e2021103a757224a0916bf7399b9e4e3bd74e75a65,5,5,images/holocount_visual_distractor_illusion_00109.jpg,b916bb2a4942d95b9fd373a99e47436c384bbd55d0df6172cb1d460a7f701989,569711,,,1339,1759,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2389,holocount_visual_distractor_illusion_00110,Visual Distractor Illusion,How many people are there in the picture?,b974539561c268bf12391ed062976148db8ca66ff0755cc9d66ba72e3ffc1c98,1,1,images/holocount_visual_distractor_illusion_00110.jpg,e6d3af1f9988dad8c5b20494b8c118051f54f0fb5753c7aae672197feba8c4cd,703577,,,1080,1241,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2390,holocount_visual_distractor_illusion_00111,Visual Distractor Illusion,How many drinks are in the image?,6e1adf185f07f740cd8c0f2d1b32eb900f421b3b48f3e868316661e922c4b014,2,2,images/holocount_visual_distractor_illusion_00111.jpg,73c77589cd62d9f13956a6c2a9c3cb927bbeb60cc0bf00c940494c1d751d155c,2713117,,,1440,1909,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2391,holocount_visual_distractor_illusion_00112,Visual Distractor Illusion,How many real pudding are there in the picture?,a6d8d11eb10d46547c294c9d171b925b636e50c4770dcc2a2311862088ec7519,3,3,images/holocount_visual_distractor_illusion_00112.jpg,6a93dbb29a10218dbd77b5f5205ea80146318bf07790d935d5b6dd1a64351511,822641,,,1062,1118,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2392,holocount_visual_distractor_illusion_00113,Visual Distractor Illusion,How many toothbrushes are in the picture?,2cf45fc7b58f364907c5c30ecb304f228aefff407996ba23c0b932a867e27b0d,4,4,images/holocount_visual_distractor_illusion_00113.jpg,bb2eac0db3ea19b69911af77fdf8809a457956953afdc8c3902c95a35b5c42a0,429564,,,1440,1743,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2393,holocount_visual_distractor_illusion_00114,Visual Distractor Illusion,How many girls are there in the picture?,d59ff1d5929952524432de019c17be5e6d40036d1adab54cb408d9ad73f88ae9,5,5,images/holocount_visual_distractor_illusion_00114.jpg,3351da7d2df2f80a080cbba834d3f3408b214cfed21b6b41490f501f242d3f82,799210,,,1234,764,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2394,holocount_visual_distractor_illusion_00115,Visual Distractor Illusion,How many rolling pins are in the image?,5cef118787a881887aeb067cb52527d545cafad918b094c0fc38fb33d5c61f65,1,1,images/holocount_visual_distractor_illusion_00115.jpg,1db114580a700cf278ba5157622c1f602561d6d2861214b174b2db8d404882d5,1908559,,,1328,1328,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2395,holocount_visual_distractor_illusion_00116,Visual Distractor Illusion,How many drinks are in the image?,6e1adf185f07f740cd8c0f2d1b32eb900f421b3b48f3e868316661e922c4b014,2,2,images/holocount_visual_distractor_illusion_00116.jpg,690fa64da4591509d47d8b45e2fdac6595dbe5f1f1c69e39bf6ec8e1ab4d19d9,993819,,,1080,1904,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2396,holocount_visual_distractor_illusion_00117,Visual Distractor Illusion,How many clothes are on the clothes rack?,255205b93e20672c9f5a5d9422e3b3584ca6388864df5cadda9d5c50ed6cca75,3,3,images/holocount_visual_distractor_illusion_00117.jpg,861ce20322fc15947e8c7b6fd99ce38cf80df049d40276371557c9c7482e31bb,1899246,,,1328,1247,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2397,holocount_visual_distractor_illusion_00118,Visual Distractor Illusion,How many cups are there in the picture?,bb2a0b3e428b1772f55541ee470326277b5132eccf13179a8fd9c24fcde3639c,4,4,images/holocount_visual_distractor_illusion_00118.jpg,1e9608042c107b8a8a308091ad65f9a3f296c9274426873f55eaaeba2ef820d3,185481,,,1692,1420,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2398,holocount_visual_distractor_illusion_00119,Visual Distractor Illusion,How many oranges are there in the picture?,fdc95db47f748cc92e00791bcb221e749cf01279555eaa49cec222210782f23c,5,5,images/holocount_visual_distractor_illusion_00119.jpg,5066d31f05939989f676ccbff69578252cc095c687fa58006c05b7beaf0d9e6a,379893,,,1080,1277,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2399,holocount_visual_distractor_illusion_00120,Visual Distractor Illusion,How many phones are in the image?,1f0ea790a5e16e63891312d389670befe80f689331faf04d2e0932e9fbe5ff55,1,1,images/holocount_visual_distractor_illusion_00120.jpg,386608382ba84979fed14b2567cf1d1cbd56bda2521676434472d198fcb9efaf,114000,,,908,1200,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2400,holocount_visual_distractor_illusion_00121,Visual Distractor Illusion,How many iPads are there in the picture?,fb59d5e3f9ccb0208f37525f9bd8357a62909ef658e9ae19e11afabc2a58541a,2,2,images/holocount_visual_distractor_illusion_00121.jpg,a82b14deb162aa1cb757692fe49943e474e363503ea025b437acd2350d0e714f,373521,,,1052,1037,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2401,holocount_visual_distractor_illusion_00122,Visual Distractor Illusion,How many resting facilities with backs are there in the picture?,3391bd680418ab1978c5c51cc748aa72403090b511dee7ad0a3b31972e4d7bb3,3,3,images/holocount_visual_distractor_illusion_00122.jpg,b94cf0cfa8365b0b1f117e9a67a3f457b9a5c9538008651aa7751b3a32c73cd4,961239,,,1536,864,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2402,holocount_visual_distractor_illusion_00123,Visual Distractor Illusion,How many mushrooms are there in the picture?,4dcdc233d380ec7ba7fb9ebef53da702f0d282210381290d8924014248285434,5,5,images/holocount_visual_distractor_illusion_00123.jpg,551367f3021d1f9d9069af759302a1f4253a6662880ded751e2d8e13d4e1ce60,61746,,,401,460,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2403,holocount_visual_distractor_illusion_00124,Visual Distractor Illusion,How many plants are in the picture?,f66e3a77306fc2625553e220ce4d2e13ce3fcc7b801fd4b70d34cba12227ede9,1,1,images/holocount_visual_distractor_illusion_00124.jpg,61b9ae18acb7b2398dcd71898bd4d8a67e3c20f51770485400f31dda72f31e98,1124971,,,1274,1572,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2404,holocount_visual_distractor_illusion_00125,Visual Distractor Illusion,How many canisters are there in the picture?,cd15cc32cd6039661967eab59b2e9259bd5900fdae8995fea3dcb1c7553ad683,2,2,images/holocount_visual_distractor_illusion_00125.jpg,d01ae432122f9174c2f7b972b2f5111819db3ea1a847f60e4e04a553301223a3,1655360,,,1328,1328,PNG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
2405,holocount_visual_distractor_illusion_00126,Visual Distractor Illusion,How many real butterflies are shown in the image?,51a0e6cf60503f3fc4b4bd970b80362e4207ff2d271175759c0376cf9c7483d7,3,3,images/holocount_visual_distractor_illusion_00126.jpg,6b4c496d0031a62500e987d5ae6f0321dbaa8752597f226641df2a750e7ad6f7,337121,,,853,885,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
